broad_id,name,canonical_smiles,clean_smiles
BRD-K75114721-304-02-6,AMI-1,Oc1cc(cc2cc(NC(=O)Nc3ccc4c(O)cc(cc4c3)S(O)(=O)=O)ccc12)S(O)(=O)=O,O=C(Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1)Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1
BRD-K75167327-001-01-6,2-(1-adamantylamino)benzoic-acid,OC(=O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2,O=C(O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2
BRD-K75250001-001-01-3,tiracizine,CCOC(=O)Nc1ccc2CCc3ccccc3N(C(=O)CN(C)C)c2c1,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2
BRD-K75254015-001-01-9,AS-2034178,OC(=O)CCc1ccc(NCc2cccc3N(CCOc4ccccc4)CCCc23)cc1F,O=C(O)CCc1ccc(NCc2cccc3c2CCCN3CCOc2ccccc2)cc1F
BRD-K75282704-001-02-4,BL-5583,OC(=O)c1cc2ccccc2s1,O=C(O)c1cc2ccccc2s1
BRD-K75282878-300-05-3,putrescine,NCCCCN,NCCCCN
BRD-K75295174-001-01-9,alisertib,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O |c:11|,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O
BRD-K75308783-001-07-0,SAR-245409,COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1,COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1
BRD-K75349868-001-01-5,remodelin,N#Cc1ccc(cc1)-c1csc(NN=C2CCCC2)n1,N#Cc1ccc(-c2csc(NN=C3CCCC3)n2)cc1
BRD-K75352575-001-01-3,KPT-276,FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(\C=C/C(=O)N2CC(F)(F)C2)n1,O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)N1CC(F)(F)C1
BRD-K75373031-001-01-7,LIMKi-3,CC(C)C(=O)Nc1ncc(s1)-c1cc(nn1-c1c(Cl)cccc1Cl)C(F)F,CC(C)C(=O)Nc1ncc(-c2cc(C(F)F)nn2-c2c(Cl)cccc2Cl)s1
BRD-K75385383-001-01-5,DIPT,CC(C)N(CCc1c[nH]c2ccccc12)C(C)C,CC(C)N(CCc1c[nH]c2ccccc12)C(C)C
BRD-K75390981-001-07-9,N-alpha-methylhistamine-dihydrochloride,CNCCc1cnc[nH]1,CNCCc1cnc[nH]1
BRD-K75430629-001-06-9,ic-87114,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc23)nc2cccc(C)c2c1=O,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O
BRD-K75445017-001-01-1,estetrol,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O
BRD-K75466013-001-13-6,benzocaine,CCOC(=O)c1ccc(N)cc1,CCOC(=O)c1ccc(N)cc1
BRD-K75478907-001-02-3,GS-39783,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O,CSc1nc(NC2CCCC2)c([N+](=O)[O-])c(NC2CCCC2)n1
BRD-K75506300-001-01-6,NPS-2143,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N
BRD-K75508643-001-02-6,L-threonine,C[C@@H](O)[C@H](N)C(O)=O,C[C@@H](O)[C@H](N)C(=O)O
BRD-K75516118-001-03-3,(R)-(-)-rolipram,COc1ccc(cc1OC1CCCC1)[C@@H]1CNC(=O)C1,COc1ccc([C@@H]2CNC(=O)C2)cc1OC1CCCC1
BRD-K75527158-360-04-9,alendronate,NCCCC(O)(P(O)(O)=O)P(O)(O)=O,NCCCC(O)(P(=O)(O)O)P(=O)(O)O
BRD-K75528696-001-01-2,PI4KIII-beta-inhibitor-1,COc1ccc(cc1S(=O)(=O)Nc1ccc(O)cc1)-c1sc(NC(=O)C(C)(C)C)nc1C,COc1ccc(-c2sc(NC(=O)C(C)(C)C)nc2C)cc1S(=O)(=O)Nc1ccc(O)cc1
BRD-K75551531-001-01-3,nitecapone,CC(=O)C(=Cc1cc(O)c(O)c(c1)[N+]([O-])=O)C(C)=O,CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O
BRD-K75608666-001-08-3,hydroxytoluic-acid,Cc1cccc(C(O)=O)c1O,Cc1cccc(C(=O)O)c1O
BRD-K75615183-300-03-9,talipexole,Nc1nc2CCN(CC=C)CCc2s1,C=CCN1CCc2nc(N)sc2CC1
BRD-K75641298-001-26-9,metoclopramide,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
BRD-K75649340-001-13-1,tioguanine,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,Nc1nc(=S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
BRD-K75664313-001-02-6,JW-74,COc1ccc(cc1)-n1c(SCc2nc(no2)-c2ccc(C)cc2)nnc1-c1ccncc1,COc1ccc(-n2c(SCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1
BRD-K75699339-001-12-9,rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
BRD-K75748943-300-01-3,DG-172,CN1CCN(CC1)c1ccc(\C=C(/C#N)c2ccccc2Br)cc1,CN1CCN(c2ccc(/C=C(\C#N)c3ccccc3Br)cc2)CC1
BRD-K75844781-001-09-9,mCPP,Clc1cccc(c1)N1CCNCC1,Clc1cccc(N2CCNCC2)c1
BRD-K75855670-001-14-2,iodoquinol,Oc1c(I)cc(I)c2cccnc12,Oc1c(I)cc(I)c2cccnc12
BRD-K75864342-001-14-2,menatetrenone,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=C(C)C(=O)c2ccccc2C1=O |c:20|,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O
BRD-K75868704-001-05-3,iopamidol,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
BRD-K75911534-001-01-6,su14813,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,Cc1[nH]c(/C=C2/C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
BRD-K75923785-001-02-5,scopine,CN1[C@H]2C[C@H](O)C[C@@H]1[C@H]1O[C@@H]21,CN1[C@@H]2C[C@@H](O)C[C@H]1[C@@H]1O[C@@H]12
BRD-K75940276-001-03-3,CYM-5541,O=C(N(C1CCCCC1)C1CCCCC1)c1cc(on1)C1CC1,O=C(c1cc(C2CC2)on1)N(C1CCCCC1)C1CCCCC1
BRD-K75956464-237-01-5,VCH-916,"CO[C@H]1CC[C@@H](CC1)N(C(=O)[C@H]1CC[C@H](C)CC1)c1cc(sc1C(O)=O)C1=CCCCC1 |r,t:29|",CO[C@H]1CC[C@H](N(c2cc(C3=CCCCC3)sc2C(=O)O)C(=O)[C@H]2CC[C@H](C)CC2)CC1
BRD-K75958195-001-10-9,pizotifen,CN1CCC(CC1)=C1c2ccsc2CCc2ccccc12,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
BRD-K75958547-238-01-0,pitavastatin,O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1-c1ccc(F)cc1)C1CC1)CC(O)=O,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
BRD-K75989555-001-02-9,melanotan-ii,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O)C(N)=O,CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O
BRD-K76011241-001-01-8,oseltamivir-phosphate,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1 |t:5|,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
BRD-K76021681-001-01-4,brolitene,OCCNC(=O)\C=C\c1ccccc1,O=C(/C=C/c1ccccc1)NCCO
BRD-K76022557-001-03-9,(R)-(-)-apomorphine,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
BRD-K76037122-001-01-7,guanidine,NC(N)=N,N=C(N)N
BRD-K76064317-001-07-3,tyrphostin-AG-1296,COc1cc2ncc(nc2cc1OC)-c1ccccc1,COc1cc2ncc(-c3ccccc3)nc2cc1OC
BRD-K76139886-003-01-3,compound-58112,COc1cccc(CN2C[Si](C)(C)O[Si](C)(C)C2)c1,COc1cccc(CN2C[Si](C)(C)O[Si](C)(C)C2)c1
BRD-K76180386-001-01-6,JIB04,Clc1ccc(N\N=C(/c2ccccc2)c2ccccn2)nc1,Clc1ccc(N/N=C(\c2ccccc2)c2ccccn2)nc1
BRD-K76204040-001-03-8,pyridoxal,Cc1ncc(CO)c(C=O)c1O,Cc1ncc(CO)c(C=O)c1O
BRD-K76205745-001-06-6,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
BRD-K76210423-001-01-6,resiquimod,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
BRD-K76239644-001-01-8,BMS-690514,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1,COc1cccc(Nc2ncnn3ccc(CN4CC[C@@H](N)[C@H](O)C4)c23)c1
BRD-K76244476-362-01-7,AZ505,Oc1ccc(CCNCCN(C2CCCCC2)C(=O)CCNCCc2ccc(Cl)c(Cl)c2)c2OCC(=O)Nc12,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1
BRD-K76259716-001-01-9,CHR-6494,CCCNc1ccc2ncc(-c3ccc4n[nH]cc4c3)n2n1,CCCNc1ccc2ncc(-c3ccc4n[nH]cc4c3)n2n1
BRD-K76304753-003-19-5,phenazopyridine,Nc1ccc(\N=N\c2ccccc2)c(N)n1,Nc1ccc(/N=N/c2ccccc2)c(N)n1
BRD-K76315403-015-02-5,cetrorelix,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
BRD-K76365178-001-01-5,SC-236,NS(=O)(=O)c1ccc(cc1)-n1nc(cc1-c1ccc(Cl)cc1)C(F)(F)F,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
BRD-K76375510-001-02-9,troclosene,Cln1c(=O)[nH]c(=O)n(Cl)c1=O,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl
BRD-K76381435-001-08-6,nitromide,NC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
BRD-K76406695-001-02-9,CCT128930,NC1(Cc2ccc(Cl)cc2)CCN(CC1)c1ncnc2[nH]ccc12,NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
BRD-K76452401-001-03-6,piperonyl-butoxide,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2
BRD-K76534306-001-21-9,enrofloxacin,CCN1CCN(CC1)c1cc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1
BRD-K76549667-001-04-6,phenol,Oc1ccccc1,Oc1ccccc1
BRD-K76568384-001-02-2,PHTPP,Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1,Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1
BRD-K76592088-001-02-1,3-carboxy-4-hydroxyphenylglycine-(R),N[C@@H](C(O)=O)c1ccc(O)c(c1)C(O)=O,N[C@@H](C(=O)O)c1ccc(O)c(C(=O)O)c1
BRD-K76594255-001-01-6,maropitant,COc1ccc(cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1)C(C)(C)C,COc1ccc(C(C)(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1
BRD-K76600340-001-06-9,nicotinyl-alcohol-tartrate,OCc1cccnc1,OCc1cccnc1
BRD-K76606751-001-01-7,mebicar,CN1C2C(N(C)C1=O)N(C)C(=O)N2C,CN1C(=O)N(C)C2C1N(C)C(=O)N2C
BRD-K76609936-001-08-4,imidacloprid,[O-][N+](=O)N=C1NCCN1Cc1ccc(Cl)nc1,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1
BRD-K76614248-001-01-2,atizoram,COc1ccc(cc1O[C@H]1C[C@@H]2CC[C@H]1C2)C1CNC(=O)NC1,COc1ccc(C2CNC(=O)NC2)cc1O[C@H]1C[C@@H]2CC[C@H]1C2
BRD-K76617868-001-05-5,fasudil,O=S(=O)(N1CCCNCC1)c1cccc2cnccc12,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
BRD-K76634210-001-12-1,idoxuridine,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
BRD-K76661572-001-07-6,phytonadione,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)c2ccccc2C1=O |c:20|,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
BRD-K76674262-001-03-3,homoharringtonine,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN3CCC[C@]23C=C1OC |c:39|,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4
BRD-K76677554-003-02-1,AJ76-(+),CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C,CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C
BRD-K76694128-001-04-3,rebastinib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(nn3-c3ccc4ncccc4c3)C(C)(C)C)c(F)c2)ccn1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1
BRD-K76703230-004-03-3,YM-155,COCCn1c(C)[n+](Cc2cnccn2)c2c1C(=O)c1ccccc1C2=O,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O
BRD-K76713213-001-01-3,tavaborole,OB1OCc2cc(F)ccc12,OB1OCc2cc(F)ccc21
BRD-K76719364-001-01-7,GS-9973,C1CN(CCO1)c1ccc(Nc2nc(cn3ccnc23)-c2ccc3c[nH]nc3c2)cc1,c1cn2cc(-c3ccc4c[nH]nc4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1
BRD-K76723084-001-22-4,isotretinoin,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O |c:4|,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
BRD-K76725781-001-01-9,ONO-8130,CC(C)CN(c1cc2CCCc2cc1OCc1ccc(cc1)C(O)=O)S(=O)(=O)c1nc(C)cs1,Cc1csc(S(=O)(=O)N(CC(C)C)c2cc3c(cc2OCc2ccc(C(=O)O)cc2)CCC3)n1
BRD-K76775527-001-28-6,nimesulide,CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
BRD-K76788410-001-01-6,terameprocol,COc1ccc(C[C@H](C)[C@H](C)Cc2ccc(OC)c(OC)c2)cc1OC,COc1ccc(C[C@@H](C)[C@@H](C)Cc2ccc(OC)c(OC)c2)cc1OC
BRD-K76792630-001-01-2,TC-Mps1-12,CC(C)(C)Nc1nc(Nc2ccc(cc2)C(N)=O)cc(N)c1C#N,CC(C)(C)Nc1nc(Nc2ccc(C(N)=O)cc2)cc(N)c1C#N
BRD-K76792669-001-08-1,citric-acid,OC(=O)CC(O)(CC(O)=O)C(O)=O,O=C(O)CC(O)(CC(=O)O)C(=O)O
BRD-K76805682-001-15-9,SB-415286,Oc1ccc(NC2=C(C(=O)NC2=O)c2ccccc2[N+]([O-])=O)cc1Cl |t:6|,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1
BRD-K76810206-001-07-3,nicergoline,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
BRD-K76811153-003-01-3,l-arginine hcl,N[C@H](CCCNC(N)=N)C(O)=O,N=C(N)NCCC[C@@H](N)C(=O)O
BRD-K76812510-001-16-9,metamizole,CN(CS(O)(=O)=O)c1c(C)n(C)n(-c2ccccc2)c1=O,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C
BRD-K76819217-001-01-4,cabotegravir,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
BRD-K76840893-003-02-5,RS-17053,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1
BRD-K76841105-001-04-7,tazarotene,CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
BRD-K76845197-001-05-4,sulfanitran,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)[N+]([O-])=O,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1
BRD-K76867903-001-03-8,propiolactone,O=C1CCO1,O=C1CCO1
BRD-K76894955-001-02-1,A-804598,C[C@H](\N=C(\NC#N)Nc1cccc2ncccc12)c1ccccc1,C[C@H](/N=C(/NC#N)Nc1cccc2ncccc12)c1ccccc1
BRD-K76908866-001-07-6,CP-724714,COCC(=O)NC\C=C\c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1
BRD-K76911699-003-03-9,ITX5061,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(cc1NS(C)(=O)=O)C(C)(C)C,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O
BRD-K76927775-001-10-0,nitrofurantoin,[O-][N+](=O)c1ccc(\C=N\N2CC(=O)NC2=O)o1,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
BRD-K76953762-001-08-5,indoramin,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
BRD-K76973696-001-12-6,tryptanthrin,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,O=C1c2ccccc2-n2c1nc1ccccc1c2=O
BRD-K76989898-001-01-1,TC-G-1004,COC1CCN(CC1)c1cccc(n1)-c1cc(NC(C)=O)nc(n1)-n1nc(C)cc1C,COC1CCN(c2cccc(-c3cc(NC(C)=O)nc(-n4nc(C)cc4C)n3)n2)CC1
BRD-K77008974-001-03-2,WYE-354,COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(CC3)C(=O)OC)c2n1,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
BRD-K77012840-300-01-6,AY-9944,Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1 |r|,Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1
BRD-K77038618-356-01-3,garenoxacin,C[C@H]1NCc2cc(ccc12)-c1ccc2c(c1OC(F)F)n(cc(C(O)=O)c2=O)C1CC1,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21
BRD-K77060810-001-01-5,AZD1283,CCOC(=O)c1cc(C#N)c(nc1C)N1CCC(CC1)C(=O)NS(=O)(=O)Cc1ccccc1,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C
BRD-K77070363-001-01-5,U-75799E,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O,C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O
BRD-K77073709-435-01-2,cefminox,CO[C@]1(NC(=O)CSC[C@@H](N)C(O)=O)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O |c:26|,CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
BRD-K77087341-001-02-4,2-oleoylglycerol,CCCCCCCC\C=C/CCCCCCCC(=O)OC(CO)CO,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO
BRD-K77115421-001-02-6,phthalylsulfacetamide,CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(O)=O)cc1,CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1
BRD-K77118600-001-02-9,anacetrapib,COc1cc(F)c(cc1-c1ccc(cc1CN1[C@@H](C)[C@H](OC1=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C,COc1cc(F)c(C(C)C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C
BRD-K77139516-001-01-4,ESI-09,CC(C)(C)c1cc(no1)C(=O)C(=N\Nc1cccc(Cl)c1)\C#N,CC(C)(C)c1cc(C(=O)/C(C#N)=N/Nc2cccc(Cl)c2)no1
BRD-K77171813-034-01-8,proxyfan,C(COCc1ccccc1)Cc1cnc[nH]1,c1ccc(COCCCc2cnc[nH]2)cc1
BRD-K77175907-001-06-4,calcifediol,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
BRD-K77185060-001-08-9,metoprine,CC1=C(C(N)=NC(N)=N1)C2=CC=C(C(Cl)=C2)Cl,Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1
BRD-K77220725-003-01-5,Ro-1138452,CC(C)Oc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1 |t:14|,CC(C)Oc1ccc(Cc2ccc(NC3=NCCN3)cc2)cc1
BRD-K77224738-066-02-7,reboxetine,"CCOc1ccccc1O[C@@H]([C@H]1CNCCO1)c1ccccc1 |&1:10,11|",CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1
BRD-K77245796-001-23-9,gamma-aminobutyric-acid,NCCCC(O)=O,NCCCC(=O)O
BRD-K77251551-304-02-9,sodium-picosulfate,OS(=O)(=O)Oc1ccc(cc1)C(c1ccc(OS(O)(=O)=O)cc1)c1ccccn1,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1
BRD-K77258318-001-04-6,lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
BRD-K77286328-001-03-7,reversine,C1CCC(CC1)Nc1nc(Nc2ccc(cc2)N2CCOCC2)nc2nc[nH]c12,c1nc2nc(Nc3ccc(N4CCOCC4)cc3)nc(NC3CCCCC3)c2[nH]1
BRD-K77300776-001-01-7,choline,C[N+](C)(C)CCO,C[N+](C)(C)CCO
